item_id,supplier_id,avg_unit_price,avg_delivery_days,rating,defect_rate,chosen
1020,2052,4.62,4,4.51,0.037,0
1002,2091,4.84,3,4.07,0.061,0
1052,2075,3.7,3,3.82,0.033,0
1052,2054,2.71,2,4.07,0.004,1
1002,2050,3.19,2,3.78,0.045,1
1087,2070,6.43,5,5.0,0.046,0
1071,2090,6.54,4,4.46,0.069,0
1087,2006,5.56,5,3.73,0.017,0
1052,2061,5.47,4,3.89,0.078,0
1023,2080,5.26,3,4.28,0.031,0
1087,2059,5.28,2,4.85,0.057,0
1021,2075,7.21,4,4.53,0.013,0
1087,2014,6.25,4,3.97,0.047,0
1087,2021,6.36,4,4.42,0.009,0
1023,2088,6.86,3,3.85,0.031,0
1051,2070,6.67,5,4.2,0.045,0
1087,2038,2.47,3,3.85,0.055,0
1002,2020,5.98,4,4.34,0.061,0
1082,2059,4.74,2,4.74,0.034,0
1099,2083,6.43,3,3.78,0.038,0
1052,2091,5.02,4,5.0,0.008,0
1021,2080,5.43,3,2.9,0.029,0
1092,2091,5.05,4,4.09,0.0,0
1074,2008,3.77,5,3.78,0.062,0
1060,2061,6.57,3,3.84,0.051,0
1021,2007,4.64,2,4.48,0.038,0
1052,2021,6.71,4,3.93,0.055,0
1051,2091,7.05,4,4.23,0.004,0
1037,2079,4.09,4,3.92,0.001,0
1020,2046,10.24,2,5.0,0.024,0
1087,2001,4.87,3,4.59,0.001,0
1087,2006,2.24,5,3.8,0.045,0
1014,2059,3.37,4,5.0,0.019,0
1071,2038,2.1,5,4.66,0.021,0
1071,2059,4.67,2,4.91,0.019,1
1060,2003,2.87,4,3.77,0.009,0
1074,2088,4.35,4,3.51,0.058,0
1074,2006,6.02,3,3.75,0.028,0
1052,2017,6.35,4,4.73,0.02,0
1086,2038,0.61,5,4.12,0.043,1
1087,2048,7.5,6,3.88,0.033,0
1023,2041,7.05,3,3.91,0.018,0
1037,2088,4.96,3,3.9,0.011,0
1060,2032,6.22,5,4.94,0.02,0
1074,2035,6.28,4,3.91,0.045,0
1002,2050,4.08,3,3.51,0.021,0
1001,2061,5.38,5,4.02,0.009,0
1051,2061,7.25,3,3.33,0.033,0
1074,2052,4.51,6,4.44,0.027,0
1029,2070,3.61,4,4.93,0.036,0
1052,2048,3.73,4,4.18,0.039,0
1021,2013,4.47,3,3.99,0.049,0
1052,2054,4.45,3,3.73,0.039,0
1087,2008,5.47,3,3.85,0.068,0
1087,2002,2.18,4,4.85,0.0,1
1021,2061,6.19,3,4.33,0.024,0
1082,2007,6.61,4,4.27,0.012,0
1086,2089,7.82,4,5.0,0.069,0
1023,2059,2.33,3,3.68,0.029,1
1002,2059,5.28,4,4.73,0.06,0
1087,2077,6.45,3,3.81,0.03,0
1052,2046,5.64,3,3.53,0.044,0
1023,2002,4.41,3,4.17,0.025,0
1060,2003,4.45,2,4.14,0.044,0
1092,2088,5.4,4,3.84,0.004,0
1001,2052,4.63,3,3.94,0.034,0
1087,2057,4.25,2,3.92,0.037,0
1021,2057,6.01,4,4.41,0.027,0
1001,2038,5.61,3,4.26,0.011,0
1051,2034,5.07,4,4.37,0.004,0
1060,2006,5.14,2,4.29,0.016,0
1060,2032,7.56,4,4.6,0.072,0
1052,2014,3.77,4,3.61,0.037,0
1087,2083,7.65,3,3.76,0.028,0
1023,2059,8.07,4,3.75,0.059,0
1014,2050,2.52,6,4.63,0.065,0
1087,2002,2.53,4,4.13,0.01,0
1087,2091,3.06,4,4.5,0.056,0
1052,2013,4.24,3,3.51,0.061,0
1092,2083,5.1,4,4.58,0.059,0
1014,2079,3.75,4,4.19,0.072,0
1074,2059,3.75,5,4.38,0.036,0
1014,2020,5.08,5,4.33,0.0,0
1071,2080,6.83,5,4.49,0.007,0
1071,2072,3.54,2,4.43,0.003,1
1020,2007,2.42,5,4.58,0.023,0
1074,2063,4.8,1,4.66,0.016,1
1092,2061,5.5,1,4.69,0.015,1
1092,2061,2.94,3,3.9,0.051,0
1099,2063,4.37,5,4.37,0.048,0
1002,2048,5.0,5,3.62,0.032,0
1086,2059,4.41,5,4.95,0.03,0
1002,2089,3.06,4,3.37,0.063,0
1020,2090,4.29,3,3.86,0.012,0
1020,2075,6.11,3,4.22,0.01,0
1037,2002,6.28,4,4.1,0.055,0
1037,2043,4.84,4,3.39,0.037,0
1086,2003,4.59,4,4.26,0.033,0
1029,2048,5.92,3,4.48,0.055,0
1086,2038,2.88,3,3.83,0.008,1
1074,2038,4.29,5,4.92,0.032,0
1074,2070,4.51,4,3.02,0.009,0
1051,2038,1.52,2,3.82,0.06,1
1074,2043,0.86,3,4.51,0.038,1
1087,2090,7.19,4,4.39,0.0,0
1014,2072,3.52,2,4.49,0.037,1
1099,2052,5.47,3,3.71,0.034,0
1074,2091,4.0,2,3.95,0.017,1
1002,2007,3.7,2,4.42,0.061,0
1074,2038,4.94,4,4.47,0.037,0
